DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Year,Event,RoundNumber,SessionType,Finished,AvgTeamFinishLast3,AvgTeamFinishLast5,TeamDNFRateLast5,AvgTeamPitTime,AvgTeamPitTimeLast3,AvgTeamPitTimeLast5
4,NOR,McLaren,3.0,2.0,Finished,2023,Hungarian,11,Race,True,7.333333333333333,7.8,0.0,21.5505,24.960571428571427,25.679862857142858
11,PER,Red Bull Racing,9.0,3.0,Finished,2023,Hungarian,11,Race,True,2.6666666666666665,2.4,0.0,21.4525,24.075464285714286,24.17719523809524
44,HAM,Mercedes,1.0,4.0,Finished,2023,Hungarian,11,Race,True,5.333333333333333,8.4,0.2,21.7965,32.1095,29.210783333333335
81,PIA,McLaren,4.0,5.0,Finished,2023,Hungarian,11,Race,True,2.6666666666666665,5.6,0.0,21.5505,24.960571428571427,25.679862857142858
63,RUS,Mercedes,18.0,6.0,Finished,2023,Hungarian,11,Race,True,4.0,5.4,0.0,21.7965,32.1095,29.210783333333335
16,LEC,Ferrari,6.0,7.0,Finished,2023,Hungarian,11,Race,True,8.333333333333334,6.4,0.0,23.96766666666667,24.976944444444445,24.621116666666666
55,SAI,Ferrari,11.0,8.0,Finished,2023,Hungarian,11,Race,True,8.666666666666666,6.8,0.0,23.96766666666667,24.976944444444445,24.621116666666666
14,ALO,Aston Martin,8.0,9.0,Finished,2023,Hungarian,11,Race,True,10.0,8.8,0.0,22.835250000000002,24.435130952380955,36.74742857142857
18,STR,Aston Martin,14.0,10.0,Lapped,2023,Hungarian,11,Race,True,10.0,8.8,0.0,22.835250000000002,24.435130952380955,36.74742857142857
23,ALB,Williams,16.0,11.0,Lapped,2023,Hungarian,11,Race,True,10.666666666666666,12.6,0.2,22.645333333333337,25.113433333333333,24.88528
77,BOT,Alfa Romeo,7.0,12.0,Lapped,2023,Hungarian,11,Race,True,14.0,14.0,0.0,24.3785,26.051888888888893,25.7935
3,RIC,AlphaTauri,13.0,13.0,Lapped,2023,Hungarian,11,Race,True,17.333333333333332,17.4,0.0,22.87075,25.10345238095238,25.27922142857143
27,HUL,Haas F1 Team,10.0,14.0,Lapped,2023,Hungarian,11,Race,True,17.333333333333332,17.4,0.4,22.4255,25.759349999999998,27.294293333333336
22,TSU,AlphaTauri,17.0,15.0,Lapped,2023,Hungarian,11,Race,True,15.333333333333334,16.4,0.0,22.87075,25.10345238095238,25.27922142857143
24,ZHO,Alfa Romeo,5.0,16.0,Lapped,2023,Hungarian,11,Race,True,13.0,13.2,0.0,24.3785,26.051888888888893,25.7935
20,MAG,Haas F1 Team,19.0,17.0,Lapped,2023,Hungarian,11,Race,True,15.333333333333334,16.8,0.4,22.4255,25.759349999999998,27.294293333333336
2,SAR,Williams,20.0,18.0,Retired,2023,Hungarian,11,Race,False,10.0,10.8,0.0,22.645333333333337,25.113433333333333,24.88528
31,OCO,Alpine,12.0,19.0,Retired,2023,Hungarian,11,Race,False,17.333333333333332,14.8,0.4,,25.398722222222222,25.124233333333333
10,GAS,Alpine,15.0,20.0,Retired,2023,Hungarian,11,Race,False,19.0,16.2,0.6,,25.398722222222222,25.124233333333333
1,VER,Red Bull Racing,6.0,1.0,Finished,2023,Belgian,12,Race,True,3.3333333333333335,2.8,0.0,23.07,23.384047619047617,23.12242857142857
11,PER,Red Bull Racing,2.0,2.0,Finished,2023,Belgian,12,Race,True,1.6666666666666667,2.4,0.0,23.07,23.384047619047617,23.12242857142857
16,LEC,Ferrari,1.0,3.0,Finished,2023,Belgian,12,Race,True,8.333333333333334,8.0,0.0,23.208333333333332,24.867333333333335,24.25695
44,HAM,Mercedes,3.0,4.0,Finished,2023,Belgian,12,Race,True,5.0,5.2,0.0,23.281,24.144444444444446,28.10455
14,ALO,Aston Martin,9.0,5.0,Finished,2023,Belgian,12,Race,True,11.0,9.8,0.0,24.088333333333335,24.062630952380953,23.76947857142857
63,RUS,Mercedes,8.0,6.0,Finished,2023,Belgian,12,Race,True,4.666666666666667,4.4,0.0,23.281,24.144444444444446,28.10455
4,NOR,McLaren,7.0,7.0,Finished,2023,Belgian,12,Race,True,3.6666666666666665,5.8,0.0,24.367,24.00357142857143,24.396362857142858
31,OCO,Alpine,14.0,8.0,Finished,2023,Belgian,12,Race,True,19.666666666666668,18.2,0.8,24.025666666666666,,
18,STR,Aston Martin,10.0,9.0,Finished,2023,Belgian,12,Race,True,8.0,9.0,0.0,24.088333333333335,24.062630952380953,23.76947857142857
22,TSU,AlphaTauri,11.0,10.0,Finished,2023,Belgian,12,Race,True,15.0,16.0,0.0,22.88625,24.387285714285714,24.07057142857143
10,GAS,Alpine,12.0,11.0,Finished,2023,Belgian,12,Race,True,15.666666666666666,17.0,0.8,24.025666666666666,,
77,BOT,Alfa Romeo,13.0,12.0,Finished,2023,Belgian,12,Race,True,14.333333333333334,14.0,0.0,23.914,25.758166666666668,25.206733333333336
24,ZHO,Alfa Romeo,17.0,13.0,Finished,2023,Belgian,12,Race,True,13.333333333333334,13.4,0.0,23.914,25.758166666666668,25.206733333333336
23,ALB,Williams,15.0,14.0,Finished,2023,Belgian,12,Race,True,13.333333333333334,12.2,0.2,23.856,24.30787777777778,24.27822666666667
20,MAG,Haas F1 Team,16.0,15.0,Finished,2023,Belgian,12,Race,True,16.666666666666668,16.6,0.4,24.20275,25.022433333333336,24.58184333333333
3,RIC,AlphaTauri,19.0,16.0,Finished,2023,Belgian,12,Race,True,12.666666666666666,14.2,0.0,22.88625,24.387285714285714,24.07057142857143
2,SAR,Williams,18.0,17.0,Finished,2023,Belgian,12,Race,True,14.333333333333334,12.4,0.2,23.856,24.30787777777778,24.27822666666667
27,HUL,Haas F1 Team,20.0,18.0,Finished,2023,Belgian,12,Race,True,15.333333333333334,15.6,0.2,24.20275,25.022433333333336,24.58184333333333
55,SAI,Ferrari,4.0,19.0,Retired,2023,Belgian,12,Race,False,6.0,7.4,0.0,23.208333333333332,24.867333333333335,24.25695
81,PIA,McLaren,5.0,20.0,Retired,2023,Belgian,12,Race,False,4.666666666666667,4.0,0.0,24.367,24.00357142857143,24.396362857142858
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Dutch,13,Race,True,2.0,2.6,0.0,430.57950000000005,24.358999999999998,23.34977857142857
14,ALO,Aston Martin,5.0,2.0,Finished,2023,Dutch,13,Race,True,8.0,9.4,0.0,423.943,25.18002777777778,24.04579523809524
10,GAS,Alpine,12.0,3.0,Finished,2023,Dutch,13,Race,True,13.0,15.6,0.6,462.7858181818181,,
11,PER,Red Bull Racing,7.0,4.0,Finished,2023,Dutch,13,Race,True,1.3333333333333333,1.6,0.0,430.57950000000005,24.358999999999998,23.34977857142857
55,SAI,Ferrari,6.0,5.0,Finished,2023,Dutch,13,Race,True,10.0,9.4,0.2,368.96671428571426,25.26677777777778,24.421366666666668
44,HAM,Mercedes,13.0,6.0,Finished,2023,Dutch,13,Race,True,5.333333333333333,5.0,0.0,425.383,24.8015,28.281200000000002
4,NOR,McLaren,2.0,7.0,Finished,2023,Dutch,13,Race,True,10.666666666666666,7.6,0.2,463.68345454545454,24.81866666666666,24.159842857142856
23,ALB,Williams,4.0,8.0,Finished,2023,Dutch,13,Race,True,16.333333333333332,14.2,0.2,630.9145,25.247611111111112,24.36832666666667
81,PIA,McLaren,8.0,9.0,Finished,2023,Dutch,13,Race,True,11.333333333333334,8.2,0.2,463.68345454545454,24.81866666666666,24.159842857142856
31,OCO,Alpine,16.0,10.0,Finished,2023,Dutch,13,Race,True,7.333333333333333,12.2,0.4,462.7858181818181,,
18,STR,Aston Martin,11.0,11.0,Finished,2023,Dutch,13,Race,True,5.333333333333333,7.0,0.0,423.943,25.18002777777778,24.04579523809524
27,HUL,Haas F1 Team,14.0,12.0,Finished,2023,Dutch,13,Race,True,16.666666666666668,16.6,0.2,457.1495454545455,25.55275,24.78126
40,LAW,AlphaTauri,19.0,13.0,Finished,2023,Dutch,13,Race,True,13.666666666666666,14.2,0.0,423.3921666666667,24.727416666666667,24.213471428571427
77,BOT,Alfa Romeo,18.0,14.0,Finished,2023,Dutch,13,Race,True,13.666666666666666,13.6,0.0,286.9756666666667,26.254833333333334,25.289633333333335
22,TSU,AlphaTauri,17.0,15.0,Finished,2023,Dutch,13,Race,True,13.0,13.4,0.0,423.3921666666667,24.727416666666667,24.213471428571427
20,MAG,Haas F1 Team,0.0,16.0,Finished,2023,Dutch,13,Race,True,15.0,15.2,0.0,457.1495454545455,25.55275,24.78126
63,RUS,Mercedes,3.0,17.0,Finished,2023,Dutch,13,Race,True,5.333333333333333,5.2,0.0,425.383,24.8015,28.281200000000002
24,ZHO,Alfa Romeo,15.0,18.0,Accident,2023,Dutch,13,Race,False,13.0,13.4,0.0,286.9756666666667,26.254833333333334,25.289633333333335
16,LEC,Ferrari,9.0,19.0,Undertray,2023,Dutch,13,Race,False,9.0,8.4,0.2,368.96671428571426,25.26677777777778,24.421366666666668
2,SAR,Williams,10.0,20.0,Accident,2023,Dutch,13,Race,False,13.0,13.6,0.2,630.9145,25.247611111111112,24.36832666666667
1,VER,Red Bull Racing,2.0,1.0,Finished,2023,Italian,14,Race,True,2.3333333333333335,2.2,0.0,24.061999999999998,158.36733333333333,104.76032857142859
11,PER,Red Bull Racing,5.0,2.0,Finished,2023,Italian,14,Race,True,2.0,1.8,0.0,24.061999999999998,158.36733333333333,104.76032857142859
55,SAI,Ferrari,1.0,3.0,Finished,2023,Italian,14,Race,True,14.333333333333334,10.8,0.4,24.531,138.71423809523807,93.35540952380953
16,LEC,Ferrari,3.0,4.0,Finished,2023,Italian,14,Race,True,9.0,9.8,0.4,24.531,138.71423809523807,93.35540952380953
63,RUS,Mercedes,4.0,5.0,Finished,2023,Italian,14,Race,True,9.666666666666666,7.8,0.0,24.1875,156.82016666666667,104.21946666666668
44,HAM,Mercedes,8.0,6.0,Finished,2023,Italian,14,Race,True,9.333333333333334,7.6,0.0,24.1875,156.82016666666667,104.21946666666668
23,ALB,Williams,6.0,7.0,Finished,2023,Italian,14,Race,True,15.0,15.4,0.4,24.523,225.80527777777777,145.53882666666667
4,NOR,McLaren,9.0,8.0,Finished,2023,Italian,14,Race,True,12.0,9.6,0.2,26.546666666666667,169.86698484848486,112.01223376623378
14,ALO,Aston Martin,10.0,9.0,Finished,2023,Italian,14,Race,True,7.333333333333333,7.4,0.0,25.2575,156.95552777777777,104.04384523809524
77,BOT,Alfa Romeo,14.0,10.0,Finished,2023,Italian,14,Race,True,15.0,14.6,0.2,24.989333333333335,111.75605555555558,77.63283333333334
40,LAW,AlphaTauri,12.0,11.0,Finished,2023,Italian,14,Race,True,14.666666666666666,13.8,0.0,24.3435,156.38305555555556,103.88805476190478
81,PIA,McLaren,7.0,12.0,Finished,2023,Italian,14,Race,True,8.0,10.2,0.2,26.546666666666667,169.86698484848486,112.01223376623378
2,SAR,Williams,15.0,13.0,Finished,2023,Italian,14,Race,True,11.666666666666666,13.2,0.2,24.523,225.80527777777777,145.53882666666667
24,ZHO,Alfa Romeo,16.0,14.0,Finished,2023,Italian,14,Race,True,14.0,13.4,0.2,24.989333333333335,111.75605555555558,77.63283333333334
10,GAS,Alpine,17.0,15.0,Finished,2023,Italian,14,Race,True,8.0,10.4,0.2,25.427333333333333,,
18,STR,Aston Martin,20.0,16.0,Finished,2023,Italian,14,Race,True,7.333333333333333,7.2,0.0,25.2575,156.95552777777777,104.04384523809524
27,HUL,Haas F1 Team,13.0,17.0,Lapped,2023,Italian,14,Race,True,15.333333333333334,15.6,0.0,24.96875,167.92593181818182,111.28391909090911
20,MAG,Haas F1 Team,19.0,18.0,Lapped,2023,Italian,14,Race,True,15.0,15.6,0.0,24.96875,167.92593181818182,111.28391909090911
31,OCO,Alpine,18.0,19.0,Retired,2023,Italian,14,Race,False,9.333333333333334,9.4,0.0,25.427333333333333,,
22,TSU,AlphaTauri,11.0,20.0,Did not start,2023,Italian,14,Race,False,13.0,13.0,0.0,24.3435,156.38305555555556,103.88805476190478
55,SAI,Ferrari,1.0,1.0,Finished,2023,Singapore,15,Race,True,8.666666666666666,10.0,0.4,31.211,138.90201587301587,93.85960952380952
4,NOR,McLaren,4.0,2.0,Finished,2023,Singapore,15,Race,True,9.666666666666666,11.2,0.2,29.367,171.53237373737375,112.93722424242424
44,HAM,Mercedes,5.0,3.0,Finished,2023,Singapore,15,Race,True,9.333333333333334,8.0,0.0,31.54675,157.61716666666666,104.79499999999999
16,LEC,Ferrari,3.0,4.0,Finished,2023,Singapore,15,Race,True,2.6666666666666665,6.4,0.2,31.211,138.90201587301587,93.85960952380952
1,VER,Red Bull Racing,11.0,5.0,Finished,2023,Singapore,15,Race,True,2.3333333333333335,2.0,0.0,29.3275,159.2371666666667,105.54370000000002
10,GAS,Alpine,12.0,6.0,Finished,2023,Singapore,15,Race,True,14.666666666666666,11.6,0.2,30.765500000000003,170.74627272727272,
81,PIA,McLaren,17.0,7.0,Finished,2023,Singapore,15,Race,True,7.333333333333333,7.6,0.0,29.367,171.53237373737375,112.93722424242424
11,PER,Red Bull Racing,13.0,8.0,Finished,2023,Singapore,15,Race,True,2.6666666666666665,2.6,0.0,29.3275,159.2371666666667,105.54370000000002
40,LAW,AlphaTauri,10.0,9.0,Finished,2023,Singapore,15,Race,True,15.333333333333334,15.0,0.2,32.328,156.87397222222225,104.38358333333333
20,MAG,Haas F1 Team,6.0,10.0,Finished,2023,Singapore,15,Race,True,17.0,16.2,0.0,33.291333333333334,168.7736818181818,111.75530909090908
23,ALB,Williams,14.0,11.0,Finished,2023,Singapore,15,Race,True,13.333333333333334,13.0,0.2,38.609,226.43116666666666,146.23606666666666
24,ZHO,Alfa Romeo,19.0,12.0,Finished,2023,Singapore,15,Race,True,14.0,13.8,0.2,30.395666666666667,111.95966666666668,78.14590000000001
27,HUL,Haas F1 Team,9.0,13.0,Finished,2023,Singapore,15,Race,True,15.0,14.6,0.0,33.291333333333334,168.7736818181818,111.75530909090908
2,SAR,Williams,18.0,14.0,Finished,2023,Singapore,15,Race,True,10.333333333333334,11.8,0.2,38.609,226.43116666666666,146.23606666666666
14,ALO,Aston Martin,7.0,15.0,Finished,2023,Singapore,15,Race,True,12.0,9.4,0.0,41.6165,157.76294444444443,104.94811666666666
63,RUS,Mercedes,2.0,16.0,Retired,2023,Singapore,15,Race,False,4.666666666666667,7.4,0.0,31.54675,157.61716666666666,104.79499999999999
77,BOT,Alfa Romeo,16.0,17.0,Retired,2023,Singapore,15,Race,False,12.0,13.6,0.2,30.395666666666667,111.95966666666668,78.14590000000001
31,OCO,Alpine,8.0,18.0,Retired,2023,Singapore,15,Race,False,13.333333333333334,10.6,0.2,30.765500000000003,170.74627272727272,
22,TSU,AlphaTauri,15.0,19.0,Retired,2023,Singapore,15,Race,False,13.333333333333334,13.6,0.2,32.328,156.87397222222225,104.38358333333333
18,STR,Aston Martin,,,Withdrew,2023,Singapore,15,Race,False,13.333333333333334,10.6,0.0,41.6165,157.76294444444443,104.94811666666666
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Japanese,16,Race,True,5.0,4.0,0.0,-252.61542857142857,161.323,105.69830000000002
4,NOR,McLaren,3.0,2.0,Finished,2023,Japanese,16,Race,True,7.0,7.6,0.0,23.55,173.1990404040404,113.10292424242422
81,PIA,McLaren,2.0,3.0,Finished,2023,Japanese,16,Race,True,3.6666666666666665,6.2,0.0,23.55,173.1990404040404,113.10292424242422
16,LEC,Ferrari,4.0,4.0,Finished,2023,Japanese,16,Race,True,3.0,6.2,0.2,23.0305,141.56957142857144,94.37694285714285
44,HAM,Mercedes,7.0,5.0,Finished,2023,Japanese,16,Race,True,8.333333333333334,9.4,0.2,23.7345,160.37241666666665,105.23895
55,SAI,Ferrari,6.0,6.0,Finished,2023,Japanese,16,Race,True,3.0,3.2,0.0,23.0305,141.56957142857144,94.37694285714285
63,RUS,Mercedes,8.0,7.0,Finished,2023,Japanese,16,Race,True,8.0,7.0,0.2,23.7345,160.37241666666665,105.23895
14,ALO,Aston Martin,10.0,8.0,Finished,2023,Japanese,16,Race,True,,,0.2,23.849,163.60566666666668,107.54811666666667
31,OCO,Alpine,14.0,9.0,Finished,2023,Japanese,16,Race,True,14.333333333333334,13.6,0.4,24.9095,172.99288383838382,
10,GAS,Alpine,12.0,10.0,Finished,2023,Japanese,16,Race,True,11.0,13.4,0.4,24.9095,172.99288383838382,
40,LAW,AlphaTauri,11.0,11.0,Lapped,2023,Japanese,16,Race,True,16.0,14.8,0.4,23.167749999999998,160.02122222222224,105.16413333333335
22,TSU,AlphaTauri,9.0,12.0,Lapped,2023,Japanese,16,Race,True,13.0,14.0,0.4,23.167749999999998,160.02122222222224,105.16413333333335
24,ZHO,Alfa Romeo,19.0,13.0,Lapped,2023,Japanese,16,Race,True,14.333333333333334,14.2,0.4,39.646,114.12022222222224,78.13063333333334
27,HUL,Haas F1 Team,18.0,14.0,Lapped,2023,Japanese,16,Race,True,13.666666666666666,14.8,0.0,23.5776,171.8032095959596,112.40757575757576
20,MAG,Haas F1 Team,15.0,15.0,Lapped,2023,Japanese,16,Race,True,12.333333333333334,14.4,0.0,23.5776,171.8032095959596,112.40757575757576
23,ALB,Williams,13.0,16.0,Retired,2023,Japanese,16,Race,False,12.666666666666666,13.0,0.2,42.7244,231.34883333333332,148.10956666666667
2,SAR,Williams,20.0,17.0,Retired,2023,Japanese,16,Race,False,13.666666666666666,12.2,0.2,42.7244,231.34883333333332,148.10956666666667
18,STR,Aston Martin,17.0,18.0,Retired,2023,Japanese,16,Race,False,,,0.2,23.849,163.60566666666668,107.54811666666667
11,PER,Red Bull Racing,5.0,19.0,Retired,2023,Japanese,16,Race,False,4.666666666666667,3.4,0.0,-252.61542857142857,161.323,105.69830000000002
77,BOT,Alfa Romeo,16.0,20.0,Retired,2023,Japanese,16,Race,False,14.0,13.2,0.2,39.646,114.12022222222224,78.13063333333334
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Qatar,17,Race,True,9.333333333333334,7.0,0.2,30.038666666666668,-66.40864285714285,50.884714285714296
81,PIA,McLaren,6.0,2.0,Finished,2023,Qatar,17,Race,True,4.0,5.2,0.0,27.9555,26.48788888888889,113.50282424242425
4,NOR,McLaren,10.0,3.0,Finished,2023,Qatar,17,Race,True,2.3333333333333335,3.2,0.0,27.9555,26.48788888888889,113.50282424242425
63,RUS,Mercedes,2.0,4.0,Finished,2023,Qatar,17,Race,True,9.333333333333334,7.4,0.2,31.19075,26.489583333333332,105.62655
16,LEC,Ferrari,5.0,5.0,Finished,2023,Qatar,17,Race,True,4.666666666666667,3.8,0.0,27.864,26.257499999999997,94.1895095238095
14,ALO,Aston Martin,4.0,6.0,Finished,2023,Qatar,17,Race,True,,,0.4,28.453000000000003,30.241,107.75086666666668
31,OCO,Alpine,8.0,7.0,Finished,2023,Qatar,17,Race,True,12.333333333333334,12.4,0.4,30.072666666666667,27.034111111111113,113.58276363636362
77,BOT,Alfa Romeo,9.0,8.0,Finished,2023,Qatar,17,Race,True,16.666666666666668,15.2,0.4,29.1585,31.677000000000003,81.18413333333334
24,ZHO,Alfa Romeo,19.0,9.0,Finished,2023,Qatar,17,Race,True,13.666666666666666,14.0,0.4,29.1585,31.677000000000003,81.18413333333334
11,PER,Red Bull Racing,20.0,10.0,Finished,2023,Qatar,17,Race,True,7.0,6.8,0.2,30.038666666666668,-66.40864285714285,50.884714285714296
18,STR,Aston Martin,16.0,11.0,Finished,2023,Qatar,17,Race,True,10.666666666666666,,0.4,28.453000000000003,30.241,107.75086666666668
10,GAS,Alpine,7.0,12.0,Finished,2023,Qatar,17,Race,True,8.666666666666666,10.0,0.2,30.072666666666667,27.034111111111113,113.58276363636362
23,ALB,Williams,13.0,13.0,Finished,2023,Qatar,17,Race,True,15.666666666666666,14.2,0.4,29.187,35.28546666666667,152.12538
20,MAG,Haas F1 Team,18.0,14.0,Lapped,2023,Qatar,17,Race,True,14.0,14.0,0.0,30.786,27.279227777777777,112.63799575757575
22,TSU,AlphaTauri,11.0,15.0,Lapped,2023,Qatar,17,Race,True,14.0,14.2,0.4,28.221,26.613083333333332,105.22353333333335
27,HUL,Haas F1 Team,14.0,16.0,Lapped,2023,Qatar,17,Race,True,14.333333333333334,13.2,0.0,30.786,27.279227777777777,112.63799575757575
40,LAW,AlphaTauri,17.0,17.0,Lapped,2023,Qatar,17,Race,True,12.666666666666666,13.2,0.2,28.221,26.613083333333332,105.22353333333335
2,SAR,Williams,15.0,18.0,Retired,2023,Qatar,17,Race,False,15.333333333333334,14.2,0.4,29.187,35.28546666666667,152.12538
44,HAM,Mercedes,3.0,19.0,Retired,2023,Qatar,17,Race,False,5.333333333333333,7.0,0.2,31.19075,26.489583333333332,105.62655
55,SAI,Ferrari,12.0,20.0,Did not start,2023,Qatar,17,Race,False,5.0,4.0,0.0,27.864,26.257499999999997,94.1895095238095
1,VER,Red Bull Racing,6.0,1.0,Finished,2023,United States,18,Race,True,10.0,7.8,0.2,24.19525,-64.41642063492063,52.27844761904762
4,NOR,McLaren,2.0,2.0,Finished,2023,United States,18,Race,True,2.6666666666666665,3.4,0.0,23.7575,26.9575,114.22052424242422
55,SAI,Ferrari,4.0,3.0,Finished,2023,United States,18,Race,True,10.333333333333334,7.8,0.2,23.812,27.3685,95.12064285714285
11,PER,Red Bull Racing,9.0,4.0,Finished,2023,United States,18,Race,True,4.0,6.4,0.2,24.19525,-64.41642063492063,52.27844761904762
63,RUS,Mercedes,5.0,5.0,Finished,2023,United States,18,Race,True,10.0,10.2,0.4,24.515,28.824,107.2085
10,GAS,Alpine,7.0,6.0,Finished,2023,United States,18,Race,True,9.666666666666666,11.2,0.2,24.413,28.582555555555558,114.79216363636363
18,STR,Aston Martin,20.0,7.0,Finished,2023,United States,18,Race,True,11.666666666666666,,0.4,24.5935,31.306166666666666,108.6238
22,TSU,AlphaTauri,11.0,8.0,Finished,2023,United States,18,Race,True,14.666666666666666,14.8,0.2,24.5682,27.905583333333336,106.29048333333336
23,ALB,Williams,15.0,9.0,Finished,2023,United States,18,Race,True,16.0,15.6,0.6,24.39,36.840133333333334,153.19158
2,SAR,Williams,16.0,10.0,Finished,2023,United States,18,Race,True,13.333333333333334,14.6,0.6,24.39,36.840133333333334,153.19158
27,HUL,Haas F1 Team,18.0,11.0,Finished,2023,United States,18,Race,True,15.0,14.4,0.0,25.265333333333334,29.21831111111111,113.95464575757576
77,BOT,Alfa Romeo,13.0,12.0,Finished,2023,United States,18,Race,True,12.333333333333334,13.4,0.4,25.062,33.066722222222225,82.23303333333334
24,ZHO,Alfa Romeo,12.0,13.0,Lapped,2023,United States,18,Race,True,9.666666666666666,12.4,0.2,25.062,33.066722222222225,82.23303333333334
20,MAG,Haas F1 Team,17.0,14.0,Lapped,2023,United States,18,Race,True,13.666666666666666,14.0,0.0,25.265333333333334,29.21831111111111,113.95464575757576
3,RIC,AlphaTauri,14.0,15.0,Lapped,2023,United States,18,Race,True,13.333333333333334,12.6,0.0,24.5682,27.905583333333336,106.29048333333336
14,ALO,Aston Martin,19.0,16.0,Retired,2023,United States,18,Race,False,8.0,10.0,0.2,24.5935,31.306166666666666,108.6238
81,PIA,McLaren,10.0,17.0,Retired,2023,United States,18,Race,False,2.3333333333333335,2.4,0.0,23.7575,26.9575,114.22052424242422
31,OCO,Alpine,8.0,18.0,Retired,2023,United States,18,Race,False,8.333333333333334,8.8,0.0,24.413,28.582555555555558,114.79216363636363
44,HAM,Mercedes,3.0,19.0,Disqualified,2023,United States,18,Race,False,9.333333333333334,8.0,0.2,24.515,28.824,107.2085
16,LEC,Ferrari,1.0,20.0,Disqualified,2023,United States,18,Race,False,9.333333333333334,7.6,0.2,23.812,27.3685,95.12064285714285
1,VER,Red Bull Racing,3.0,1.0,Finished,2023,Mexico City,19,Race,True,5.0,7.0,0.2,417.98199999999997,-66.12717063492063,-28.99840238095239
44,HAM,Mercedes,6.0,2.0,Finished,2023,Mexico City,19,Race,True,14.333333333333334,10.8,0.4,618.86775,26.48008333333333,27.0349
16,LEC,Ferrari,1.0,3.0,Finished,2023,Mexico City,19,Race,True,14.333333333333334,10.8,0.4,617.54775,24.90216666666667,26.0897
55,SAI,Ferrari,2.0,4.0,Finished,2023,Mexico City,19,Race,True,8.666666666666666,10.2,0.4,617.54775,24.90216666666667,26.0897
4,NOR,McLaren,17.0,5.0,Finished,2023,Mexico City,19,Race,True,7.333333333333333,5.4,0.2,503.06000000000006,25.087666666666667,26.235333333333337
63,RUS,Mercedes,8.0,6.0,Finished,2023,Mexico City,19,Race,True,8.666666666666666,9.8,0.4,618.86775,26.48008333333333,27.0349
3,RIC,AlphaTauri,4.0,7.0,Finished,2023,Mexico City,19,Race,True,13.333333333333334,13.4,0.0,621.8915,25.318983333333335,26.525689999999997
81,PIA,McLaren,7.0,8.0,Finished,2023,Mexico City,19,Race,True,8.0,5.8,0.2,503.06000000000006,25.087666666666667,26.235333333333337
23,ALB,Williams,14.0,9.0,Finished,2023,Mexico City,19,Race,True,12.333333333333334,13.4,0.4,625.82475,32.10046666666667,31.886680000000002
31,OCO,Alpine,15.0,10.0,Finished,2023,Mexico City,19,Race,True,12.0,10.6,0.2,824.8860000000001,26.465055555555555,27.11759999999999
10,GAS,Alpine,11.0,11.0,Finished,2023,Mexico City,19,Race,True,11.333333333333334,10.6,0.2,824.8860000000001,26.465055555555555,27.11759999999999
22,TSU,AlphaTauri,18.0,12.0,Finished,2023,Mexico City,19,Race,True,10.0,12.4,0.0,621.8915,25.318983333333335,26.525689999999997
27,HUL,Haas F1 Team,12.0,13.0,Finished,2023,Mexico City,19,Race,True,13.666666666666666,14.0,0.0,621.4345,26.54297777777778,27.577803333333332
24,ZHO,Alfa Romeo,10.0,14.0,Finished,2023,Mexico City,19,Race,True,11.333333333333334,12.4,0.2,626.38725,31.288833333333333,29.850299999999994
77,BOT,Alfa Romeo,9.0,15.0,Finished,2023,Mexico City,19,Race,True,13.0,11.2,0.0,626.38725,31.288833333333333,29.850299999999994
2,SAR,Williams,19.0,16.0,Retired,2023,Mexico City,19,Race,False,9.333333333333334,11.8,0.2,625.82475,32.10046666666667,31.886680000000002
18,STR,Aston Martin,0.0,17.0,Collision damage,2023,Mexico City,19,Race,False,11.333333333333334,11.6,0.4,626.25475,25.631833333333333,28.75390000000001
14,ALO,Aston Martin,13.0,18.0,Withdrew,2023,Mexico City,19,Race,False,13.333333333333334,11.4,0.4,626.25475,25.631833333333333,28.75390000000001
20,MAG,Haas F1 Team,16.0,19.0,Accident,2023,Mexico City,19,Race,False,12.666666666666666,13.6,0.0,621.4345,26.54297777777778,27.577803333333332
11,PER,Red Bull Racing,5.0,20.0,Collision damage,2023,Mexico City,19,Race,False,2.0,3.4,0.0,417.98199999999997,-66.12717063492063,-28.99840238095239
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,São Paulo,20,Race,True,8.333333333333334,7.2,0.2,368.41575,157.40530555555554,49.78559761904761
4,NOR,McLaren,6.0,2.0,Finished,2023,São Paulo,20,Race,True,10.0,7.0,0.2,392.65175,184.92433333333335,121.53800000000001
14,ALO,Aston Martin,4.0,3.0,Finished,2023,São Paulo,20,Race,True,17.0,13.8,0.6,369.08525000000003,226.43375,148.95335
11,PER,Red Bull Racing,9.0,4.0,Finished,2023,São Paulo,20,Race,True,7.333333333333333,5.4,0.2,368.41575,157.40530555555554,49.78559761904761
18,STR,Aston Martin,3.0,5.0,Finished,2023,São Paulo,20,Race,True,12.666666666666666,12.2,0.6,369.08525000000003,226.43375,148.95335
55,SAI,Ferrari,7.0,6.0,Finished,2023,São Paulo,20,Race,True,9.0,10.0,0.4,371.031,223.07458333333332,144.69305
