DriverNumber,Abbreviation,TeamName,GridPosition,Position,Status,Year,Event,RoundNumber,SessionType,Finished,AvgTeamFinishLast3,AvgTeamFinishLast5,TeamDNFRateLast5,AvgTeamPitTime,AvgTeamPitTimeLast3,AvgTeamPitTimeLast5
31,OCO,Alpine,14.0,8.0,Finished,2023,Belgian,12,Race,True,19.667,18.2,0.8,24.03,,
18,STR,Aston Martin,10.0,9.0,Finished,2023,Belgian,12,Race,True,8.0,9.0,0.0,24.09,24.07,23.77
22,TSU,AlphaTauri,11.0,10.0,Finished,2023,Belgian,12,Race,True,15.0,16.0,0.0,22.89,24.39,24.07
10,GAS,Alpine,12.0,11.0,Finished,2023,Belgian,12,Race,True,15.667,17.0,0.8,24.03,,
77,BOT,Alfa Romeo,13.0,12.0,Finished,2023,Belgian,12,Race,True,14.333,14.0,0.0,23.91,25.76,25.21
24,ZHO,Alfa Romeo,17.0,13.0,Finished,2023,Belgian,12,Race,True,13.333,13.4,0.0,23.91,25.76,25.21
23,ALB,Williams,15.0,14.0,Finished,2023,Belgian,12,Race,True,13.333,12.2,0.2,23.86,24.31,24.28
20,MAG,Haas F1 Team,16.0,15.0,Finished,2023,Belgian,12,Race,True,16.667,16.6,0.4,24.2,25.02,24.58
3,RIC,AlphaTauri,19.0,16.0,Finished,2023,Belgian,12,Race,True,12.667,14.2,0.0,22.89,24.39,24.07
2,SAR,Williams,18.0,17.0,Finished,2023,Belgian,12,Race,True,14.333,12.4,0.2,23.86,24.31,24.28
27,HUL,Haas F1 Team,20.0,18.0,Finished,2023,Belgian,12,Race,True,15.333,15.6,0.2,24.2,25.02,24.58
55,SAI,Ferrari,4.0,19.0,Retired,2023,Belgian,12,Race,False,6.0,7.4,0.0,23.21,24.87,24.26
81,PIA,McLaren,5.0,20.0,Retired,2023,Belgian,12,Race,False,4.667,4.0,0.0,24.37,24.0,24.4
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Dutch,13,Race,True,2.0,2.6,0.0,430.58,24.36,23.35
14,ALO,Aston Martin,5.0,2.0,Finished,2023,Dutch,13,Race,True,8.0,9.4,0.0,423.94,25.18,24.05
10,GAS,Alpine,12.0,3.0,Finished,2023,Dutch,13,Race,True,13.0,15.6,0.6,462.79,,
11,PER,Red Bull Racing,7.0,4.0,Finished,2023,Dutch,13,Race,True,1.333,1.6,0.0,430.58,24.36,23.35
55,SAI,Ferrari,6.0,5.0,Finished,2023,Dutch,13,Race,True,10.0,9.4,0.2,368.97,25.27,24.42
44,HAM,Mercedes,13.0,6.0,Finished,2023,Dutch,13,Race,True,5.333,5.0,0.0,425.38,24.8,28.28
4,NOR,McLaren,2.0,7.0,Finished,2023,Dutch,13,Race,True,10.667,7.6,0.2,463.68,24.82,24.16
23,ALB,Williams,4.0,8.0,Finished,2023,Dutch,13,Race,True,16.333,14.2,0.2,630.91,25.25,24.37
81,PIA,McLaren,8.0,9.0,Finished,2023,Dutch,13,Race,True,11.333,8.2,0.2,463.68,24.82,24.16
31,OCO,Alpine,16.0,10.0,Finished,2023,Dutch,13,Race,True,7.333,12.2,0.4,462.79,,
18,STR,Aston Martin,11.0,11.0,Finished,2023,Dutch,13,Race,True,5.333,7.0,0.0,423.94,25.18,24.05
27,HUL,Haas F1 Team,14.0,12.0,Finished,2023,Dutch,13,Race,True,16.667,16.6,0.2,457.15,25.55,24.78
40,LAW,AlphaTauri,19.0,13.0,Finished,2023,Dutch,13,Race,True,13.667,14.2,0.0,423.39,24.73,24.22
77,BOT,Alfa Romeo,18.0,14.0,Finished,2023,Dutch,13,Race,True,13.667,13.6,0.0,286.98,26.25,25.29
22,TSU,AlphaTauri,17.0,15.0,Finished,2023,Dutch,13,Race,True,13.0,13.4,0.0,423.39,24.73,24.22
20,MAG,Haas F1 Team,0.0,16.0,Finished,2023,Dutch,13,Race,True,15.0,15.2,0.0,457.15,25.55,24.78
63,RUS,Mercedes,3.0,17.0,Finished,2023,Dutch,13,Race,True,5.333,5.2,0.0,425.38,24.8,28.28
24,ZHO,Alfa Romeo,15.0,18.0,Accident,2023,Dutch,13,Race,False,13.0,13.4,0.0,286.98,26.25,25.29
16,LEC,Ferrari,9.0,19.0,Undertray,2023,Dutch,13,Race,False,9.0,8.4,0.2,368.97,25.27,24.42
2,SAR,Williams,10.0,20.0,Accident,2023,Dutch,13,Race,False,13.0,13.6,0.2,630.91,25.25,24.37
1,VER,Red Bull Racing,2.0,1.0,Finished,2023,Italian,14,Race,True,2.333,2.2,0.0,24.06,158.37,104.76
11,PER,Red Bull Racing,5.0,2.0,Finished,2023,Italian,14,Race,True,2.0,1.8,0.0,24.06,158.37,104.76
55,SAI,Ferrari,1.0,3.0,Finished,2023,Italian,14,Race,True,14.333,10.8,0.4,24.53,138.72,93.36
16,LEC,Ferrari,3.0,4.0,Finished,2023,Italian,14,Race,True,9.0,9.8,0.4,24.53,138.72,93.36
63,RUS,Mercedes,4.0,5.0,Finished,2023,Italian,14,Race,True,9.667,7.8,0.0,24.19,156.82,104.22
44,HAM,Mercedes,8.0,6.0,Finished,2023,Italian,14,Race,True,9.333,7.6,0.0,24.19,156.82,104.22
23,ALB,Williams,6.0,7.0,Finished,2023,Italian,14,Race,True,15.0,15.4,0.4,24.52,225.81,145.54
4,NOR,McLaren,9.0,8.0,Finished,2023,Italian,14,Race,True,12.0,9.6,0.2,26.55,169.87,112.01
14,ALO,Aston Martin,10.0,9.0,Finished,2023,Italian,14,Race,True,7.333,7.4,0.0,25.26,156.96,104.05
77,BOT,Alfa Romeo,14.0,10.0,Finished,2023,Italian,14,Race,True,15.0,14.6,0.2,24.99,111.76,77.63
40,LAW,AlphaTauri,12.0,11.0,Finished,2023,Italian,14,Race,True,14.667,13.8,0.0,24.34,156.38,103.89
81,PIA,McLaren,7.0,12.0,Finished,2023,Italian,14,Race,True,8.0,10.2,0.2,26.55,169.87,112.01
2,SAR,Williams,15.0,13.0,Finished,2023,Italian,14,Race,True,11.667,13.2,0.2,24.52,225.81,145.54
24,ZHO,Alfa Romeo,16.0,14.0,Finished,2023,Italian,14,Race,True,14.0,13.4,0.2,24.99,111.76,77.63
10,GAS,Alpine,17.0,15.0,Finished,2023,Italian,14,Race,True,8.0,10.4,0.2,25.43,,
18,STR,Aston Martin,20.0,16.0,Finished,2023,Italian,14,Race,True,7.333,7.2,0.0,25.26,156.96,104.05
27,HUL,Haas F1 Team,13.0,17.0,Lapped,2023,Italian,14,Race,True,15.333,15.6,0.0,24.97,167.93,111.28
20,MAG,Haas F1 Team,19.0,18.0,Lapped,2023,Italian,14,Race,True,15.0,15.6,0.0,24.97,167.93,111.28
31,OCO,Alpine,18.0,19.0,Retired,2023,Italian,14,Race,False,9.333,9.4,0.0,25.43,,
22,TSU,AlphaTauri,11.0,20.0,Did not start,2023,Italian,14,Race,False,13.0,13.0,0.0,24.34,156.38,103.89
55,SAI,Ferrari,1.0,1.0,Finished,2023,Singapore,15,Race,True,8.667,10.0,0.4,31.21,138.9,93.86
4,NOR,McLaren,4.0,2.0,Finished,2023,Singapore,15,Race,True,9.667,11.2,0.2,29.37,171.53,112.94
44,HAM,Mercedes,5.0,3.0,Finished,2023,Singapore,15,Race,True,9.333,8.0,0.0,31.55,157.62,104.8
16,LEC,Ferrari,3.0,4.0,Finished,2023,Singapore,15,Race,True,2.667,6.4,0.2,31.21,138.9,93.86
1,VER,Red Bull Racing,11.0,5.0,Finished,2023,Singapore,15,Race,True,2.333,2.0,0.0,29.33,159.24,105.54
10,GAS,Alpine,12.0,6.0,Finished,2023,Singapore,15,Race,True,14.667,11.6,0.2,30.77,170.75,
81,PIA,McLaren,17.0,7.0,Finished,2023,Singapore,15,Race,True,7.333,7.6,0.0,29.37,171.53,112.94
11,PER,Red Bull Racing,13.0,8.0,Finished,2023,Singapore,15,Race,True,2.667,2.6,0.0,29.33,159.24,105.54
40,LAW,AlphaTauri,10.0,9.0,Finished,2023,Singapore,15,Race,True,15.333,15.0,0.2,32.33,156.87,104.38
20,MAG,Haas F1 Team,6.0,10.0,Finished,2023,Singapore,15,Race,True,17.0,16.2,0.0,33.29,168.77,111.76
23,ALB,Williams,14.0,11.0,Finished,2023,Singapore,15,Race,True,13.333,13.0,0.2,38.61,226.43,146.24
24,ZHO,Alfa Romeo,19.0,12.0,Finished,2023,Singapore,15,Race,True,14.0,13.8,0.2,30.4,111.96,78.15
27,HUL,Haas F1 Team,9.0,13.0,Finished,2023,Singapore,15,Race,True,15.0,14.6,0.0,33.29,168.77,111.76
2,SAR,Williams,18.0,14.0,Finished,2023,Singapore,15,Race,True,10.333,11.8,0.2,38.61,226.43,146.24
14,ALO,Aston Martin,7.0,15.0,Finished,2023,Singapore,15,Race,True,12.0,9.4,0.0,41.62,157.76,104.95
63,RUS,Mercedes,2.0,16.0,Retired,2023,Singapore,15,Race,False,4.667,7.4,0.0,31.55,157.62,104.8
77,BOT,Alfa Romeo,16.0,17.0,Retired,2023,Singapore,15,Race,False,12.0,13.6,0.2,30.4,111.96,78.15
31,OCO,Alpine,8.0,18.0,Retired,2023,Singapore,15,Race,False,13.333,10.6,0.2,30.77,170.75,
22,TSU,AlphaTauri,15.0,19.0,Retired,2023,Singapore,15,Race,False,13.333,13.6,0.2,32.33,156.87,104.38
18,STR,Aston Martin,,,Withdrew,2023,Singapore,15,Race,False,13.333,10.6,0.0,41.62,157.76,104.95
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Japanese,16,Race,True,5.0,4.0,0.0,-252.62,161.32,105.7
4,NOR,McLaren,3.0,2.0,Finished,2023,Japanese,16,Race,True,7.0,7.6,0.0,23.55,173.2,113.1
81,PIA,McLaren,2.0,3.0,Finished,2023,Japanese,16,Race,True,3.667,6.2,0.0,23.55,173.2,113.1
16,LEC,Ferrari,4.0,4.0,Finished,2023,Japanese,16,Race,True,3.0,6.2,0.2,23.03,141.57,94.38
44,HAM,Mercedes,7.0,5.0,Finished,2023,Japanese,16,Race,True,8.333,9.4,0.2,23.73,160.37,105.24
55,SAI,Ferrari,6.0,6.0,Finished,2023,Japanese,16,Race,True,3.0,3.2,0.0,23.03,141.57,94.38
63,RUS,Mercedes,8.0,7.0,Finished,2023,Japanese,16,Race,True,8.0,7.0,0.2,23.73,160.37,105.24
14,ALO,Aston Martin,10.0,8.0,Finished,2023,Japanese,16,Race,True,,,0.2,23.85,163.61,107.55
31,OCO,Alpine,14.0,9.0,Finished,2023,Japanese,16,Race,True,14.333,13.6,0.4,24.91,173.0,
10,GAS,Alpine,12.0,10.0,Finished,2023,Japanese,16,Race,True,11.0,13.4,0.4,24.91,173.0,
40,LAW,AlphaTauri,11.0,11.0,Lapped,2023,Japanese,16,Race,True,16.0,14.8,0.4,23.17,160.02,105.16
22,TSU,AlphaTauri,9.0,12.0,Lapped,2023,Japanese,16,Race,True,13.0,14.0,0.4,23.17,160.02,105.16
24,ZHO,Alfa Romeo,19.0,13.0,Lapped,2023,Japanese,16,Race,True,14.333,14.2,0.4,39.65,114.12,78.13
27,HUL,Haas F1 Team,18.0,14.0,Lapped,2023,Japanese,16,Race,True,13.667,14.8,0.0,23.58,171.8,112.41
20,MAG,Haas F1 Team,15.0,15.0,Lapped,2023,Japanese,16,Race,True,12.333,14.4,0.0,23.58,171.8,112.41
23,ALB,Williams,13.0,16.0,Retired,2023,Japanese,16,Race,False,12.667,13.0,0.2,42.72,231.35,148.11
2,SAR,Williams,20.0,17.0,Retired,2023,Japanese,16,Race,False,13.667,12.2,0.2,42.72,231.35,148.11
18,STR,Aston Martin,17.0,18.0,Retired,2023,Japanese,16,Race,False,,,0.2,23.85,163.61,107.55
11,PER,Red Bull Racing,5.0,19.0,Retired,2023,Japanese,16,Race,False,4.667,3.4,0.0,-252.62,161.32,105.7
77,BOT,Alfa Romeo,16.0,20.0,Retired,2023,Japanese,16,Race,False,14.0,13.2,0.2,39.65,114.12,78.13
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Qatar,17,Race,True,9.333,7.0,0.2,30.04,-66.41,50.88
81,PIA,McLaren,6.0,2.0,Finished,2023,Qatar,17,Race,True,4.0,5.2,0.0,27.96,26.49,113.5
4,NOR,McLaren,10.0,3.0,Finished,2023,Qatar,17,Race,True,2.333,3.2,0.0,27.96,26.49,113.5
63,RUS,Mercedes,2.0,4.0,Finished,2023,Qatar,17,Race,True,9.333,7.4,0.2,31.19,26.49,105.63
16,LEC,Ferrari,5.0,5.0,Finished,2023,Qatar,17,Race,True,4.667,3.8,0.0,27.86,26.26,94.19
14,ALO,Aston Martin,4.0,6.0,Finished,2023,Qatar,17,Race,True,,,0.4,28.45,30.24,107.75
31,OCO,Alpine,8.0,7.0,Finished,2023,Qatar,17,Race,True,12.333,12.4,0.4,30.07,27.04,113.59
77,BOT,Alfa Romeo,9.0,8.0,Finished,2023,Qatar,17,Race,True,16.667,15.2,0.4,29.16,31.68,81.19
24,ZHO,Alfa Romeo,19.0,9.0,Finished,2023,Qatar,17,Race,True,13.667,14.0,0.4,29.16,31.68,81.19
11,PER,Red Bull Racing,20.0,10.0,Finished,2023,Qatar,17,Race,True,7.0,6.8,0.2,30.04,-66.41,50.88
18,STR,Aston Martin,16.0,11.0,Finished,2023,Qatar,17,Race,True,10.667,,0.4,28.45,30.24,107.75
10,GAS,Alpine,7.0,12.0,Finished,2023,Qatar,17,Race,True,8.667,10.0,0.2,30.07,27.04,113.59
23,ALB,Williams,13.0,13.0,Finished,2023,Qatar,17,Race,True,15.667,14.2,0.4,29.19,35.28,152.12
20,MAG,Haas F1 Team,18.0,14.0,Lapped,2023,Qatar,17,Race,True,14.0,14.0,0.0,30.79,27.28,112.64
22,TSU,AlphaTauri,11.0,15.0,Lapped,2023,Qatar,17,Race,True,14.0,14.2,0.4,28.22,26.61,105.22
27,HUL,Haas F1 Team,14.0,16.0,Lapped,2023,Qatar,17,Race,True,14.333,13.2,0.0,30.79,27.28,112.64
40,LAW,AlphaTauri,17.0,17.0,Lapped,2023,Qatar,17,Race,True,12.667,13.2,0.2,28.22,26.61,105.22
2,SAR,Williams,15.0,18.0,Retired,2023,Qatar,17,Race,False,15.333,14.2,0.4,29.19,35.28,152.12
44,HAM,Mercedes,3.0,19.0,Retired,2023,Qatar,17,Race,False,5.333,7.0,0.2,31.19,26.49,105.63
55,SAI,Ferrari,12.0,20.0,Did not start,2023,Qatar,17,Race,False,5.0,4.0,0.0,27.86,26.26,94.19
1,VER,Red Bull Racing,6.0,1.0,Finished,2023,United States,18,Race,True,10.0,7.8,0.2,24.2,-64.42,52.28
4,NOR,McLaren,2.0,2.0,Finished,2023,United States,18,Race,True,2.667,3.4,0.0,23.76,26.96,114.22
55,SAI,Ferrari,4.0,3.0,Finished,2023,United States,18,Race,True,10.333,7.8,0.2,23.81,27.37,95.12
11,PER,Red Bull Racing,9.0,4.0,Finished,2023,United States,18,Race,True,4.0,6.4,0.2,24.2,-64.42,52.28
63,RUS,Mercedes,5.0,5.0,Finished,2023,United States,18,Race,True,10.0,10.2,0.4,24.52,28.82,107.21
10,GAS,Alpine,7.0,6.0,Finished,2023,United States,18,Race,True,9.667,11.2,0.2,24.41,28.58,114.79
18,STR,Aston Martin,20.0,7.0,Finished,2023,United States,18,Race,True,11.667,,0.4,24.59,31.31,108.62
22,TSU,AlphaTauri,11.0,8.0,Finished,2023,United States,18,Race,True,14.667,14.8,0.2,24.57,27.91,106.29
23,ALB,Williams,15.0,9.0,Finished,2023,United States,18,Race,True,16.0,15.6,0.6,24.39,36.84,153.19
2,SAR,Williams,16.0,10.0,Finished,2023,United States,18,Race,True,13.333,14.6,0.6,24.39,36.84,153.19
27,HUL,Haas F1 Team,18.0,11.0,Finished,2023,United States,18,Race,True,15.0,14.4,0.0,25.27,29.22,113.96
77,BOT,Alfa Romeo,13.0,12.0,Finished,2023,United States,18,Race,True,12.333,13.4,0.4,25.06,33.07,82.24
24,ZHO,Alfa Romeo,12.0,13.0,Lapped,2023,United States,18,Race,True,9.667,12.4,0.2,25.06,33.07,82.24
20,MAG,Haas F1 Team,17.0,14.0,Lapped,2023,United States,18,Race,True,13.667,14.0,0.0,25.27,29.22,113.96
3,RIC,AlphaTauri,14.0,15.0,Lapped,2023,United States,18,Race,True,13.333,12.6,0.0,24.57,27.91,106.29
14,ALO,Aston Martin,19.0,16.0,Retired,2023,United States,18,Race,False,8.0,10.0,0.2,24.59,31.31,108.62
81,PIA,McLaren,10.0,17.0,Retired,2023,United States,18,Race,False,2.333,2.4,0.0,23.76,26.96,114.22
31,OCO,Alpine,8.0,18.0,Retired,2023,United States,18,Race,False,8.333,8.8,0.0,24.41,28.58,114.79
44,HAM,Mercedes,3.0,19.0,Disqualified,2023,United States,18,Race,False,9.333,8.0,0.2,24.52,28.82,107.21
16,LEC,Ferrari,1.0,20.0,Disqualified,2023,United States,18,Race,False,9.333,7.6,0.2,23.81,27.37,95.12
1,VER,Red Bull Racing,3.0,1.0,Finished,2023,Mexico City,19,Race,True,5.0,7.0,0.2,417.98,-66.13,-29.0
44,HAM,Mercedes,6.0,2.0,Finished,2023,Mexico City,19,Race,True,14.333,10.8,0.4,618.87,26.48,27.04
16,LEC,Ferrari,1.0,3.0,Finished,2023,Mexico City,19,Race,True,14.333,10.8,0.4,617.55,24.9,26.09
55,SAI,Ferrari,2.0,4.0,Finished,2023,Mexico City,19,Race,True,8.667,10.2,0.4,617.55,24.9,26.09
4,NOR,McLaren,17.0,5.0,Finished,2023,Mexico City,19,Race,True,7.333,5.4,0.2,503.06,25.09,26.24
63,RUS,Mercedes,8.0,6.0,Finished,2023,Mexico City,19,Race,True,8.667,9.8,0.4,618.87,26.48,27.04
3,RIC,AlphaTauri,4.0,7.0,Finished,2023,Mexico City,19,Race,True,13.333,13.4,0.0,621.89,25.32,26.53
81,PIA,McLaren,7.0,8.0,Finished,2023,Mexico City,19,Race,True,8.0,5.8,0.2,503.06,25.09,26.24
23,ALB,Williams,14.0,9.0,Finished,2023,Mexico City,19,Race,True,12.333,13.4,0.4,625.82,32.1,31.89
31,OCO,Alpine,15.0,10.0,Finished,2023,Mexico City,19,Race,True,12.0,10.6,0.2,824.89,26.46,27.12
10,GAS,Alpine,11.0,11.0,Finished,2023,Mexico City,19,Race,True,11.333,10.6,0.2,824.89,26.46,27.12
22,TSU,AlphaTauri,18.0,12.0,Finished,2023,Mexico City,19,Race,True,10.0,12.4,0.0,621.89,25.32,26.53
27,HUL,Haas F1 Team,12.0,13.0,Finished,2023,Mexico City,19,Race,True,13.667,14.0,0.0,621.43,26.55,27.58
24,ZHO,Alfa Romeo,10.0,14.0,Finished,2023,Mexico City,19,Race,True,11.333,12.4,0.2,626.39,31.29,29.85
77,BOT,Alfa Romeo,9.0,15.0,Finished,2023,Mexico City,19,Race,True,13.0,11.2,0.0,626.39,31.29,29.85
2,SAR,Williams,19.0,16.0,Retired,2023,Mexico City,19,Race,False,9.333,11.8,0.2,625.82,32.1,31.89
18,STR,Aston Martin,0.0,17.0,Collision damage,2023,Mexico City,19,Race,False,11.333,11.6,0.4,626.25,25.63,28.75
14,ALO,Aston Martin,13.0,18.0,Withdrew,2023,Mexico City,19,Race,False,13.333,11.4,0.4,626.25,25.63,28.75
20,MAG,Haas F1 Team,16.0,19.0,Accident,2023,Mexico City,19,Race,False,12.667,13.6,0.0,621.43,26.55,27.58
11,PER,Red Bull Racing,5.0,20.0,Collision damage,2023,Mexico City,19,Race,False,2.0,3.4,0.0,417.98,-66.13,-29.0
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,São Paulo,20,Race,True,8.333,7.2,0.2,368.42,157.41,49.79
4,NOR,McLaren,6.0,2.0,Finished,2023,São Paulo,20,Race,True,10.0,7.0,0.2,392.65,184.93,121.54
14,ALO,Aston Martin,4.0,3.0,Finished,2023,São Paulo,20,Race,True,17.0,13.8,0.6,369.09,226.43,148.95
11,PER,Red Bull Racing,9.0,4.0,Finished,2023,São Paulo,20,Race,True,7.333,5.4,0.2,368.42,157.41,49.79
18,STR,Aston Martin,3.0,5.0,Finished,2023,São Paulo,20,Race,True,12.667,12.2,0.6,369.09,226.43,148.95
55,SAI,Ferrari,7.0,6.0,Finished,2023,São Paulo,20,Race,True,9.0,10.0,0.4,371.03,223.07,144.69
10,GAS,Alpine,15.0,7.0,Finished,2023,São Paulo,20,Race,True,13.0,11.4,0.2,332.79,293.12,187.01
44,HAM,Mercedes,5.0,8.0,Finished,2023,São Paulo,20,Race,True,9.0,10.2,0.4,368.98,224.86,145.97
22,TSU,AlphaTauri,16.0,9.0,Finished,2023,São Paulo,20,Race,True,11.333,11.8,0.0,393.05,224.89,146.04
31,OCO,Alpine,14.0,10.0,Lapped,2023,São Paulo,20,Race,True,9.333,10.4,0.2,332.79,293.12,187.01
2,SAR,Williams,19.0,11.0,Lapped,2023,São Paulo,20,Race,True,11.667,12.4,0.4,374.32,226.47,152.15
27,HUL,Haas F1 Team,11.0,12.0,Lapped,2023,São Paulo,20,Race,True,15.333,14.6,0.2,375.93,225.83,146.87
3,RIC,AlphaTauri,17.0,13.0,Lapped,2023,São Paulo,20,Race,True,9.333,10.2,0.0,393.05,224.89,146.04
81,PIA,McLaren,10.0,14.0,Lapped,2023,São Paulo,20,Race,True,5.0,6.8,0.2,392.65,184.93,121.54
63,RUS,Mercedes,8.0,15.0,Retired,2023,São Paulo,20,Race,False,5.333,8.0,0.2,368.98,224.86,145.97
77,BOT,Alfa Romeo,18.0,16.0,Retired,2023,São Paulo,20,Race,False,14.0,12.6,0.0,488.08,226.87,150.13
24,ZHO,Alfa Romeo,20.0,17.0,Retired,2023,São Paulo,20,Race,False,15.0,14.0,0.2,488.08,226.87,150.13
20,MAG,Haas F1 Team,12.0,18.0,Retired,2023,São Paulo,20,Race,False,14.667,13.8,0.2,375.93,225.83,146.87
23,ALB,Williams,13.0,19.0,Retired,2023,São Paulo,20,Race,False,12.0,11.0,0.2,374.32,226.47,152.15
16,LEC,Ferrari,2.0,20.0,Did not start,2023,São Paulo,20,Race,False,4.333,7.2,0.2,371.03,223.07,144.69
1,VER,Red Bull Racing,2.0,1.0,Finished,2023,Las Vegas,21,Race,True,8.333,6.0,0.2,25.81,270.2,117.6
16,LEC,Ferrari,1.0,2.0,Finished,2023,Las Vegas,21,Race,True,10.0,10.6,0.4,22.14,337.46,212.66
11,PER,Red Bull Racing,11.0,3.0,Finished,2023,Las Vegas,21,Race,True,2.0,5.4,0.2,25.81,270.2,117.6
31,OCO,Alpine,16.0,4.0,Finished,2023,Las Vegas,21,Race,True,9.333,11.2,0.2,22.09,394.03,247.41
18,STR,Aston Martin,19.0,5.0,Finished,2023,Las Vegas,21,Race,True,8.667,11.8,0.6,24.36,339.98,214.45
55,SAI,Ferrari,12.0,6.0,Finished,2023,Las Vegas,21,Race,True,9.333,7.0,0.2,22.14,337.46,212.66
44,HAM,Mercedes,10.0,7.0,Finished,2023,Las Vegas,21,Race,True,9.667,10.0,0.4,21.88,337.46,213.46
63,RUS,Mercedes,3.0,8.0,Finished,2023,Las Vegas,21,Race,True,10.0,7.6,0.2,21.88,337.46,213.46
14,ALO,Aston Martin,9.0,9.0,Finished,2023,Las Vegas,21,Race,True,4.333,9.6,0.4,24.36,339.98,214.45
81,PIA,McLaren,18.0,10.0,Finished,2023,Las Vegas,21,Race,True,8.0,9.2,0.2,21.95,306.49,194.2
10,GAS,Alpine,4.0,11.0,Finished,2023,Las Vegas,21,Race,True,7.0,8.4,0.0,22.09,394.03,247.41
23,ALB,Williams,5.0,12.0,Finished,2023,Las Vegas,21,Race,True,15.333,13.0,0.4,21.4,341.51,219.29
20,MAG,Haas F1 Team,8.0,13.0,Finished,2023,Las Vegas,21,Race,True,16.333,15.2,0.4,22.82,340.88,215.4
3,RIC,AlphaTauri,14.0,14.0,Finished,2023,Las Vegas,21,Race,True,11.333,11.2,0.0,21.25,346.5,218.18
24,ZHO,Alfa Romeo,17.0,15.0,Finished,2023,Las Vegas,21,Race,True,16.0,15.0,0.4,21.83,379.84,241.67
2,SAR,Williams,6.0,16.0,Finished,2023,Las Vegas,21,Race,True,14.0,13.4,0.4,21.4,341.51,219.29
77,BOT,Alfa Romeo,7.0,17.0,Finished,2023,Las Vegas,21,Race,True,16.0,15.4,0.4,21.83,379.84,241.67
22,TSU,AlphaTauri,20.0,18.0,Retired,2023,Las Vegas,21,Race,False,12.0,11.0,0.0,21.25,346.5,218.18
27,HUL,Haas F1 Team,13.0,19.0,Retired,2023,Las Vegas,21,Race,False,14.333,15.0,0.4,22.82,340.88,215.4
4,NOR,McLaren,15.0,20.0,Retired,2023,Las Vegas,21,Race,False,8.667,7.8,0.0,21.95,306.49,194.2
1,VER,Red Bull Racing,1.0,1.0,Finished,2023,Abu Dhabi,22,Race,True,2.667,5.8,0.2,21.38,270.74,173.29
16,LEC,Ferrari,2.0,2.0,Finished,2023,Abu Dhabi,22,Race,True,9.333,7.6,0.2,21.51,336.91,212.48
63,RUS,Mercedes,4.0,3.0,Finished,2023,Abu Dhabi,22,Race,True,10.0,8.8,0.2,22.03,336.58,213.09
11,PER,Red Bull Racing,9.0,4.0,Finished,2023,Abu Dhabi,22,Race,True,1.667,2.0,0.0,21.38,270.74,173.29
4,NOR,McLaren,5.0,5.0,Finished,2023,Abu Dhabi,22,Race,True,14.667,10.8,0.2,22.11,305.89,193.88
81,PIA,McLaren,3.0,6.0,Finished,2023,Abu Dhabi,22,Race,True,11.667,10.2,0.2,22.11,305.89,193.88
14,ALO,Aston Martin,7.0,7.0,Finished,2023,Abu Dhabi,22,Race,True,6.333,8.0,0.2,21.91,339.9,214.55
22,TSU,AlphaTauri,6.0,8.0,Finished,2023,Abu Dhabi,22,Race,True,15.0,13.2,0.2,21.57,345.4,217.8
44,HAM,Mercedes,11.0,9.0,Finished,2023,Abu Dhabi,22,Race,True,6.0,8.2,0.2,22.03,336.58,213.09
18,STR,Aston Martin,13.0,10.0,Finished,2023,Abu Dhabi,22,Race,True,7.0,5.8,0.0,21.91,339.9,214.55
3,RIC,AlphaTauri,15.0,11.0,Finished,2023,Abu Dhabi,22,Race,True,13.333,12.4,0.2,21.57,345.4,217.8
31,OCO,Alpine,12.0,12.0,Finished,2023,Abu Dhabi,22,Race,True,8.333,8.6,0.0,22.84,393.26,246.85
10,GAS,Alpine,10.0,13.0,Finished,2023,Abu Dhabi,22,Race,True,9.0,8.8,0.0,22.84,393.26,246.85
23,ALB,Williams,14.0,14.0,Finished,2023,Abu Dhabi,22,Race,True,15.667,14.8,0.4,22.07,340.51,215.02
27,HUL,Haas F1 Team,8.0,15.0,Finished,2023,Abu Dhabi,22,Race,True,16.667,16.2,0.6,22.24,340.06,215.25
2,SAR,Williams,20.0,16.0,Finished,2023,Abu Dhabi,22,Race,True,14.0,14.4,0.2,22.07,340.51,215.02
24,ZHO,Alfa Romeo,19.0,17.0,Finished,2023,Abu Dhabi,22,Race,True,16.333,16.0,0.4,22.6,378.77,238.1
55,SAI,Ferrari,16.0,18.0,Retired,2023,Abu Dhabi,22,Race,False,3.333,7.2,0.2,21.51,336.91,212.48
77,BOT,Alfa Romeo,18.0,19.0,Lapped,2023,Abu Dhabi,22,Race,True,16.333,16.4,0.4,22.6,378.77,238.1
20,MAG,Haas F1 Team,17.0,20.0,Lapped,2023,Abu Dhabi,22,Race,True,15.667,15.4,0.4,22.24,340.06,215.25
1,VER,Red Bull Racing,1.0,1.0,Finished,2024,Bahrain,1,Race,True,,,,24.56,,
11,PER,Red Bull Racing,5.0,2.0,Finished,2024,Bahrain,1,Race,True,,,,24.56,,
55,SAI,Ferrari,4.0,3.0,Finished,2024,Bahrain,1,Race,True,,,,24.15,,
16,LEC,Ferrari,2.0,4.0,Finished,2024,Bahrain,1,Race,True,,,,24.15,,
